date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:09:25	16328/16328	---MCZ	200	added ('OK')	text/html	etag:%2291a3e7f78987e2fcdc8cd53492823fc5-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/tubos_iso/galvanizados	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/tubos_iso/galvanizados.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:25	7201/7201	---MCZ	200	added ('OK')	text/html	etag:%2221bc80fa71f7a7d91435643dcaf40589-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/tubos/tubos_abiertos	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/tubos/tubos_abiertos.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:26	30160/30160	---MCZ	200	added ('OK')	text/html	etag:%225c715fd265d7708aa3bf97cba281b14e-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/vigas/ipn_pruebas	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/vigas/ipn_pruebas.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:26	30197/30197	---MCZ	200	added ('OK')	text/html	etag:%2244b2067a81b96495076d94f3ed91bea9-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/vigas/ipe_pruebas	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/vigas/ipe_pruebas.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:27	30981/30981	---MCZ	200	added ('OK')	text/html	etag:%226f372146af0074454c1aa40a526db324-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/vigas/heb_pruebas	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/vigas/heb_pruebas.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:27	30981/30981	---MCZ	200	added ('OK')	text/html	etag:%22234d12d0f57593ea78639bf4ba50090b-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/vigas/hea_pruebas	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/vigas/hea_pruebas.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:28	34166/34166	---MCZ	200	added ('OK')	text/html	etag:%22d19802678a6b7fbfd829a0f2a17d5040-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/vigas/upn_pruebas	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/vigas/upn_pruebas.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:28	43482/43482	---MCZ	200	added ('OK')	text/html	etag:%224b26c73f815eb79a8e81504bfbba5946-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/angulo6	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/angulo6.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:29	14870/14870	---MCZ	200	added ('OK')	text/html	etag:%2218fc7c3534adca38e4591bb8cb5bde7a-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/angulo12	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/angulo12.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:29	164301/164301	---MCZ	200	added ('OK')	text/html	etag:%227cf41fbac40248540a9e76d73e3f5c94-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/pletina_st	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/pletina_st.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:30	27030/27030	---MCZ	200	added ('OK')	text/html	etag:%22d1dbc1cb4efb63c7cf1edbe82c136486-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/pletina_gc	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/pletina_gc.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:30	72280/72280	---MCZ	200	added ('OK')	text/html	etag:%228409a49671833bc33de120081ada5aa9-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/pletina_zc	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/pletina_zc.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:31	24617/24617	---MCZ	200	added ('OK')	text/html	etag:%221664e4d8e8b79859061eeb434c1023ac-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/simple_t	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/simple_t.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:31	16932/16932	---MCZ	200	added ('OK')	text/html	etag:%2281beeca877468cce17018344514c88ab-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/cuadrado_macizo	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/cuadrado_macizo.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:31	16925/16925	---MCZ	200	added ('OK')	text/html	etag:%221c1bbbbadded64bccc1714521228028f-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/redondo_macizo	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/redondo_macizo.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:32	29293/29293	---MCZ	200	added ('OK')	text/html	etag:%22069a8cdabbf7ff3302059a90ebe6a664-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/redondo_calibrado	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/redondo_calibrado.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:32	12557/12557	---MCZ	200	added ('OK')	text/html	etag:%227ad3bdf1f76a4640137f6966e9676742-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/presillas2	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/presillas2.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:33	8507/8507	---MCZ	200	added ('OK')	text/html	etag:%22d9d2944a5ac0aeffc5fec6ab4679c204-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/carriles	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/carriles.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:33	8060/8060	---MCZ	200	added ('OK')	text/html	etag:%22bf8c5970e5f66624e124313c3cd293a1-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/rodamientos	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/rodamientos.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:34	6848/6848	---MCZ	200	added ('OK')	text/html	etag:%2292c1efc42c4e0dab579c89b6cf139bd2-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/perfil_mallorquin	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/perfil_mallorquin.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:34	15423/15423	---MCZ	200	added ('OK')	text/html	etag:%2232ad4eca2553c94e2c0321cedd412c53-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/perfil_u	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/perfil_u.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:34	6774/6774	---MCZ	200	added ('OK')	text/html	etag:%22d0db31f6a4346500b342b4c52506d7d4-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/correas	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/correas.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:35	5824/5824	---MCZ	200	added ('OK')	text/html	etag:%2220ec1405063f037a4ed6adf8b91008b6-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/junquillo	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/junquillo.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:35	6513/6513	---MCZ	200	added ('OK')	text/html	etag:%226b50e60425524437e8b3461676f225fd-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/emparillada	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/emparillada.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:36	15108/15108	---MCZ	200	added ('OK')	text/html	etag:%22e9dce6fb970d2e6eefdbd5d8ba746258-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/varios/malla_verja	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/varios/malla_verja.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:36	11131/11131	---MCZ	200	added ('OK')	text/html	etag:%229105dd8b922baea277ae829dde9cf5c5-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/pds/decapado	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/pds/decapado.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:37	9528/9528	---MCZ	200	added ('OK')	text/html	etag:%22486e20cc817fba2188efaf3e1054783b-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/pds/galvanizado	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/pds/galvanizado.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:37	6654/6654	---MCZ	200	added ('OK')	text/html	etag:%22ddcf45e1aaa835e2bce699d81a016156-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/comerciales/pasamanos	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/comerciales/pasamanos.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:38	10797/10797	---MCZ	200	added ('OK')	text/html	etag:%22fd0771690e477674c6e66b922e4c8b1f-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/corrugado/corrugado_6mts	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/corrugado/corrugado_6mts.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:38	12668/12668	---MCZ	200	added ('OK')	text/html	etag:%2273cd86c823576dd637a221f42431be2a-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/corrugado/corrugado_12mts	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/corrugado/corrugado_12mts.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:39	10547/10547	---MCZ	200	added ('OK')	text/html	etag:%2262e3c865510e07001d08d1c3ec24fe7e-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/corrugado/garrota	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/corrugado/garrota.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:39	10427/10427	---MCZ	200	added ('OK')	text/html	etag:%22ac4b336405a609672deba2a7d36ff816-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/corrugado/encarretado	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/corrugado/encarretado.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:40	17099/17099	---MCZ	200	added ('OK')	text/html	etag:%227366b6f80d59640fab265b1d265cdb66-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/mallazo/mallazo	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/mallazo/mallazo.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:40	8276/8276	---MCZ	200	added ('OK')	text/html	etag:%2255bcf0a7fc572b60ac55cb88dd113d91-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/armadura/armadura	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/armadura/armadura.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:40	11350/11350	---MCZ	200	added ('OK')	text/html	etag:%220012055e55d0adfb86c1e72f6a470271-ssl-df%22	https://generador-crm-hma-kdj-github.netlify.app/alambre/alambre	C:/Mis%20lugares%20Web/generador-crm/generador-crm-hma-kdj-github.netlify.app/alambre/alambre.html	(from https://generador-crm-hma-kdj-github.netlify.app/menu/menu.html)
10:09:41	232948/232948	---M-Z	200	added ('OK')	text/css	etag:W/%2238df4-HxOZgbm0enZu+gphu3ito1HxbEs%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	C:/Mis%20lugares%20Web/generador-crm/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/css/bootstrap.min.css	(from https://generador-crm-hma-kdj-github.netlify.app/footer/footer.html)
10:09:41	85875/85875	---M-Z	200	added ('OK')	text/css	etag:W/%2214f73-BDozLk9VXMC/015FG+lVtLk5ZqA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css	C:/Mis%20lugares%20Web/generador-crm/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css	(from https://generador-crm-hma-kdj-github.netlify.app/footer/footer.html)
10:09:42	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons/font/bootstrap-icons.css)
10:09:42	80663/80663	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213b17-9/0PPchLLPk7+B6DJQWmc/NU4KM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	C:/Mis%20lugares%20Web/generador-crm/cdn.jsdelivr.net/npm/bootstrap@5.3.2/dist/js/bootstrap.bundle.min.js	(from https://generador-crm-hma-kdj-github.netlify.app/footer/footer.html)
